STO-DRAFT	biolink:NamedThing
STY	biolink:NamedThing
SURGICAL	biolink:NamedThing
SWEET	biolink:NamedThing
SWO	biolink:NamedThing
SYMP	biolink:ClinicalFinding
SYN	biolink:NamedThing
TADS	biolink:NamedThing
TAO	biolink:AnatomicalEntity
TAXRANK	biolink:NamedThing
TCDO	biolink:NamedThing
TCO	biolink:NamedThing
TDT	biolink:NamedThing
TDWGSPEC	biolink:NamedThing
TEDDY	biolink:NamedThing
TEMPO	biolink:NamedThing
TEO	biolink:NamedThing
TEPHRAM4MEXAMPLE	biolink:NamedThing
TEST-M4M20-PAV	biolink:NamedThing
TESTEX	biolink:NamedThing
TEST_A	biolink:NamedThing
TEST_CBI	biolink:NamedThing
TEST_IDKWHATIMDO	biolink:NamedThing
TGMA	biolink:AnatomicalEntity
TIM	biolink:NamedThing
TIME	biolink:NamedThing
TIMEBANK	biolink:NamedThing
TM-CONST	biolink:NamedThing
TM-MER	biolink:NamedThing
TM-OTHER-FACTORS	biolink:NamedThing
TM-SIGNS-AND-SYMPTS	biolink:NamedThing
TMA	biolink:NamedThing
TML	biolink:NamedThing
TMO	biolink:NamedThing
TOK	biolink:NamedThing
TOP-MENELAS	biolink:NamedThing
TRAK	biolink:NamedThing
TRANS	biolink:NamedThing
TRIAGE	biolink:NamedThing
TRON	biolink:AnatomicalEntity
TTO	biolink:OrganismTaxon
TXPO	biolink:NamedThing
TYPON	biolink:NamedThing
UBERON	biolink:NamedThing
UGANDA_DISEASES	biolink:NamedThing
UMMS	biolink:NamedThing
UNITSONT	biolink:NamedThing
UO	biolink:NamedThing
UPA	biolink:NamedThing
UPHENO	biolink:NamedThing
VANDF	biolink:NamedThing
VARIO	biolink:NamedThing
VDOT	biolink:NamedThing
VEO	biolink:NamedThing
VFB_DRIVERS	biolink:NamedThing
VHOG	biolink:AnatomicalEntity
VICO	biolink:NamedThing
VIDO	biolink:NamedThing
VIO	biolink:NamedThing
VIVO	biolink:NamedThing
VIVO-ISF	biolink:NamedThing
VO	biolink:MacromolecularComplex
VODANA-GENERAL	biolink:NamedThing
VODANA-MI	biolink:NamedThing
VODANA-MIGRANTS	biolink:NamedThing
VODANA-MPA	biolink:NamedThing
VODANACOVID	biolink:NamedThing
VODANADISEASES	biolink:NamedThing
VODANAKENYA	biolink:NamedThing
VODANAMFLCODE	biolink:NamedThing
VODANANIGERIA	biolink:NamedThing
VODANAUGANDA	biolink:NamedThing
VODANETHIOPIA_OR	biolink:NamedThing
VSAO	biolink:AnatomicalEntity
VSO	biolink:NamedThing
VT	biolink:OrganismAttribute
VTO	biolink:OrganismTaxon
WBbt	biolink:NamedThing
WBLS	biolink:NamedThing
WBPhenotype	biolink:PhenotypicFeature
WC	biolink:NamedThing
WEAR	biolink:NamedThing
WEAVE	biolink:NamedThing
WETAXTOPICS	biolink:NamedThing
WHO-ART	biolink:NamedThing
WIKIPATHWAYS	biolink:NamedThing
WSIO	biolink:NamedThing
XAO	biolink:AnatomicalEntity
XCO	biolink:NamedThing
XEO	biolink:NamedThing
XLMOD	biolink:ChemicalEntity
XPO	biolink:PhenotypicFeature
XREF-FUNDER-REG	biolink:NamedThing
ZEA	biolink:AnatomicalEntity
ZECO	biolink:NamedThing
ZFA	biolink:AnatomicalEntity
ZFS	biolink:NamedThing
ZONMW-ADMIN-MD	biolink:NamedThing
ZONMW-CONTENT	biolink:NamedThing
ZONMW-GENERIC	biolink:NamedThing
ZP	biolink:NamedThing
pseudo	biolink:NamedThing
suicideo	biolink:NamedThing
UniProtKB	biolink:Protein
NCBIGene	biolink:Gene
